sector,index,name,netIncome,totalRevenue,marketCap_netIncome,currentPrice,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Industrials,5511,Navios Maritime Acquisition Corporation,-66631000.0,191977000.0,-1.2993962359937565,0.5961,145244205,86580070.60049999,NNA,-0.458751521274119,0.4509918927814269
Energy,2475,EP Energy Corporation Class A,-184000000.0,1068000000.0,-2.6215854110054346,1.875,257264915,482371715.625,EPE,-0.7152160643436358,0.45165890976123596
Consumer Cyclical,4707,Lions Gate Entertainment Corporation Class A,291900000.0,4056500000.0,6.3068793410071935,22.68,81171873,1840978079.6399999,LGF.A,3.5960732358608998,0.4538341130629853
Technology,6200,Pioneer Power Solutions Inc.,-12156000.0,91299000.0,-3.409732950806186,4.75,8726045,41448713.75,PPSI,-1.3930709731613806,0.45398869374253825
Consumer Cyclical,3006,Forward Industries Inc.,1344061.0,31196200.0,10.54066824348002,1.486,9533850,14167301.1,FORD,0.14097777917630339,0.4541354748334733
Technology,5719,Orion Energy Systems Inc.,-9255000.0,61564000.0,-3.0308840446029173,0.9534,29421892,28050831.8328,OESX,-0.31456168760323094,0.4556369279578975
Basic Materials,7958,Univar Inc.,187400000.0,8538500000.0,20.832549874226252,27.61,141398763,3904019846.43,UNVR,1.3253298404032008,0.45722549000761253
Consumer Cyclical,4484,KBS Fashion Group Limited,-17305563.0,17936773.0,-0.47436055793157383,3.72,2206741,8209076.5200000005,KBSF,-7.8421359824283865,0.4576674143113703
Industrials,804,Briggs & Stratton Corporation,-11318000.0,1881294000.0,-76.10141622194735,20.32,42387590,861315828.8000001,BGG,-0.2670121136870485,0.4578315929355008
Energy,2531,Eco-Stim Energy Solutions Inc.,-45206995.0,68917404.0,-0.6981037017722589,0.4215,74873477,31559170.5555,ESES,-0.6037784915478147,0.45792744247157074
Consumer Defensive,2138,DAVIDsTEA Inc.,-26722532.441999998,170298868.453,-2.9185065887476567,3,25996629,77989887.0,DTEA,-1.02792298347605,0.45795892661215226
Industrials,8023,U.S. Xpress Enterprises Inc. Class A,-11110000.0,1609492000.0,-66.37779249234924,15.27,48294517,737457274.59,USX,-0.23004681877240846,0.4581925692019594
Basic Materials,8189,Venator Materials PLC,393000000.0,2358000000.0,2.75072625913486,10.16,106401124,1081035419.84,VNTR,3.693570004016123,0.4584543765224766
Consumer Cyclical,436,Blue Apron Holdings Inc. Class A,-190822000.0,774537000.0,-1.8612269346301789,1.845,192500296,355163046.12,APRN,-0.9912815926267459,0.4585488441740033
Energy,2442,EnLink Midstream LLC representing Limited Partner Interests,249200000.0,6707800000.0,12.35657797752809,17,181132896,3079259232.0,ENLC,1.375785434358649,0.45905650615701127
Energy,8156,Valero Energy Corporation,4526000000.0,107408000000.0,10.908753884012373,115.52,427398027,49373020079.04,VLO,10.58966048993951,0.4596773059645464
Technology,1709,CSP Inc.,-366000.0,115373000.0,-145.2138536065574,13.23,4017254,53148270.42,CSPI,-0.09110700991274139,0.4606647172215336
Energy,5175,Marathon Petroleum Corporation,4079000000.0,81448000000.0,9.25228428677617,83.68,451004632,37740067605.76,MPC,9.044253008913664,0.46336395744229447
Healthcare,1263,Avid Bioservices Inc. 10.50% Series E Convertible Preferred Stock,-22569000.0,39133000.0,-0.8048650804200452,25.95,700000,18165000.0,CDMOP,-32.24142857142857,0.4641862366800399
Consumer Defensive,6559,Revlon Inc.,-322100000.0,2620600000.0,-3.7806783179136914,23.05,52831084,1217756486.2,REV,-6.0967895339796545,0.46468613531252384
Consumer Cyclical,325,AMC Entertainment Holdings Inc. Class A,-279200000.0,5421600000.0,-9.024118715078796,19.75,127571339,2519533945.25,AMC,-2.188579364209699,0.4647214743341449
Basic Materials,773,Beacon Roofing Supply Inc.,95447000.0,5772423000.0,28.116040122790658,39.4,68111464,2683591681.6,BECN,1.4013353170620442,0.464898653754238
Consumer Cyclical,7484,Carrols Restaurant Group Inc.,11402000.0,1143838000.0,46.86734400763024,14.625,36538903,534381456.375,TAST,0.31205096660947923,0.4671828146774281
Healthcare,5151,Molina Healthcare Inc,-50000000.0,19413000000.0,-181.4320512,146.88,61762000,9071602560.0,MOH,-0.8095592759301836,0.46729524339360223
Technology,7257,SunPower Corporation,-1186015000.0,1976276000.0,-0.7798475277294131,6.56,140992510,924910865.5999999,SPWR,-8.411900745649538,0.4680069310157083
Basic Materials,7024,Companhia Siderurgica Nacional S.A.,951509803.885,6027091505.645,2.9661641289364042,2.045,1380114547,2822334248.615,SID,0.6894426306521643,0.46827466381945404
Financial Services,1965,Donegal Group Inc. Class B Common Stock,-14638003.0,760961050.0,-24.353056028202754,12.6,28292072,356480107.2,DGICB,-0.5173888642726485,0.4684603859816478
Technology,824,Benchmark Electronics Inc.,-71526000.0,2552133000.0,-16.72250017266449,25.675,46585922,1196093547.3500001,BHE,-1.5353565396859592,0.46866426920148757
Energy,1793,CVR Refining LP Representing Limited Partner Interests,305700000.0,6184700000.0,9.523748773307164,19.725,147600000,2911410000.0,CVRR,2.071138211382114,0.4707439326078872
Technology,6289,Presidio Inc.,134300000.0,2858000000.0,10.03826867311988,16.4,82203627,1348139482.8,PSDO,1.6337478637043594,0.4717073067879636
Consumer Defensive,4860,Lifeway Foods Inc.,-1266000.0,110881000.0,-41.391777488151654,3.3,15879391,52401990.3,LWAY,-0.07972597941570933,0.4725966603836545
Basic Materials,1490,Commercial Metals Company,57403000.0,5307007000.0,43.786232916746506,21.48,117014019,2513461128.12,CMC,0.49056515185586436,0.47361179816043203
Industrials,2122,Daseke Inc.,51536000.0,1193027000.0,10.966817441594225,8.77,64445371,565185903.67,DSKE,0.799685054183333,0.47374108353792493
Industrials,5265,Manitowoc Company Inc. (The),44600000.0,1762300000.0,18.72434264573991,23.5,35536412,835105682.0,MTW,1.2550507350038602,0.4738725994439085
Consumer Cyclical,4733,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,-15006000.0,317234000.0,-10.031241981207518,1.11,135611547,150528817.17000002,LITB,-0.11065429406243703,0.47450404802133445
Consumer Cyclical,3850,MarineMax Inc. (FL),31683000.0,1119398000.0,16.770709869646183,23.6,22514678,531346400.8,HZO,1.4072153285958608,0.47467156525203724
Industrials,545,ASV Holdings Inc.,-262000.0,122820000.0,-222.57261385496182,5.93,9833731,58314024.83,ASV,-0.026642990336017938,0.47479258125712426
Consumer Cyclical,4745,Lumber Liquidators Holdings Inc,-19352000.0,1062290000.0,-26.103879495142625,17.67,28588697,505162275.99000007,LL,-0.6769108784496194,0.47554083723841895
Consumer Cyclical,5099,Miller Industries Inc.,28022000.0,649127000.0,11.030034844051102,27.15,11384296,309083636.4,MLR,2.4614609458503187,0.4761527966022057
Technology,6738,Revolution Lighting Technologies Inc.,-52613000.0,148550000.0,-1.3454693706878529,3.01,23518000,70789180.0,RVLT,-2.237137511693171,0.47653436553349043
Consumer Cyclical,815,Biglari Holdings Inc. Class B,50071000.0,839804000.0,7.994469380280003,193.59,2067726,400291076.34000003,BH,24.215490833891916,0.4766482135593544
Technology,7447,Synacor Inc.,-4804000.0,151109000.0,-15.005348844712742,1.85,38965241,72085695.85000001,SYNC,-0.1232893696204779,0.4770443577152917
Technology,4497,Kimball Electronics Inc.,16752000.0,1072061000.0,30.595586246418335,19.2,26694649,512537260.79999995,KE,0.6275414971742089,0.478085911902401
Consumer Cyclical,4675,Lear Corporation,1380800000.0,21659800000.0,7.501085185689455,158.1,65512324,10357498424.4,LEA,21.076950346014286,0.4781899382450438
Consumer Cyclical,1250,Century Communities Inc.,79877000.0,1837398000.0,11.010458114350813,29.2,30119259,879482362.8,CCS,2.6520240753598885,0.4786564276221047
Industrials,6051,PFSweb Inc.,2113000.0,325463000.0,73.73306402271652,8.09,19258092,155797964.28,PFSW,0.10972011142121452,0.47869639338419423
Consumer Cyclical,1382,Chico's FAS Inc.,90437000.0,2226605000.0,11.793240862700001,8.485,125697740,1066545323.9,CHS,0.7194799206413734,0.479000686650753
Industrials,1018,Global Brass and Copper Holdings Inc.,54600000.0,1721300000.0,15.127782385531136,37.25,22173877,825976918.25,BRSS,2.4623569437135417,0.4798564563120897
Consumer Cyclical,7377,StoneMor Partners L.P. Rep Limited Partnership Interests,-75158000.0,338227000.0,-2.1616195295244687,4.28,37958645,162463000.60000002,STON,-1.979996915063749,0.480337171781082
Financial Services,6050,PennyMac Financial Services Inc. Class A,113855000.0,1116984000.0,4.7180553967766015,21.4,25101598,537174197.1999999,PFSI,4.535767005749992,0.4809148539280777
Consumer Cyclical,2914,Full House Resorts Inc.,-7848000.0,160684000.0,-9.852479255733945,2.871,26932169,77322257.199,FLL,-0.2913987358389144,0.48120694779193945
Technology,2147,Determine Inc.,-11907000.0,27171000.0,-1.0990646359284453,0.87,15042026,13086562.62,DTRM,-0.7915821977704334,0.48163713591697027
Industrials,1729,CynergisTek Inc.,-1109033.0,69905596.0,-30.607700122539182,3.53,9616133,33944949.489999995,CTEK,-0.11533045559997974,0.4855827205879197
Industrials,6039,P & F Industries Inc.,-471000.0,62329000.0,-64.43311040339702,8.2,3700975,30347994.999999996,PFIN,-0.12726376157634137,0.4869000786150908
Technology,7321,SilverSun Technologies Inc.,-685211.0,37334114.0,-26.542320832561064,4.04,4501755,18187090.2,SSNT,-0.15220974930888065,0.4871440152563952
Energy,6310,Phillips 66,5884000000.0,107948000000.0,8.948728965015295,113.415,464262410,52654321230.15,PSX,12.673866919357094,0.4877748659553674
Technology,7890,Ultra Clean Holdings Inc.,84266000.0,1096551000.0,6.353206379203949,13.75,38935221,535359288.75,UCTT,2.164261505026516,0.4882210574337172
Consumer Cyclical,486,Ark Restaurants Corp.,4959000.0,158895000.0,15.651852879007865,22.367,3470181,77617538.427,ARKR,1.4290320879516083,0.4884832022845275
Consumer Defensive,5343,Nature's Sunshine Products Inc.,-14350000.0,356195000.0,-12.131225219512196,9.1,19130009,174083081.9,NATR,-0.7501303318780457,0.4887297179915496
Technology,5295,MagnaChip Semiconductor Corporation,30515000.0,716781000.0,11.53037548746518,10.2,34495040,351849408.0,MX,0.8846199337643905,0.49087435074311403
Financial Services,3560,Hallmark Financial Services Inc.,-6452000.0,385403000.0,-29.44471040297582,10.52,18058676,189977271.51999998,HALL,-0.3572797917189499,0.4929314808654836
Healthcare,5047,Micron Solutions Inc.,-691172.0,19886433.0,-14.185483323977243,3.44,2850177,9804608.879999999,MICR,-0.2425014306129058,0.4930300411340736
Consumer Defensive,7605,Treehouse Foods Inc.,-334400000.0,6185700000.0,-9.140649908522727,54.345,56244978,3056633329.41,THS,-5.945419695959344,0.4941450974683544
Consumer Cyclical,6012,Perry Ellis International Inc.,49882000.0,880665000.0,8.725160378493245,27.4,15884250,435228450.0,PERY,3.1403434219431197,0.49420432286964966
Consumer Cyclical,4478,KB Home,120607000.0,4520185000.0,18.525547020322204,25.48,87688801,2234310649.48,KBH,1.375397982691085,0.4942962842184557
Consumer Cyclical,726,Best Buy Co. Inc.,1055000000.0,43171000000.0,20.26260780312796,77.86,274557555,21377051232.3,BBY,3.842545873487255,0.49517155572722427
Basic Materials,7836,Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),1068473000.0,11492838000.0,5.329929450505535,29.01,196307677,5694885709.77,TX,5.442848778654744,0.49551605180287067
Industrials,5634,Novume Solutions Inc.,-7034166.0,38982500.0,-2.7502584314899594,1.33,14545695,19345774.35,NVMM,-0.48359091813763455,0.49626818059385625
Real Estate,394,Anworth Mortgage Asset Corporation Preferred Stock Series B 6.25%,40954000.0,55155000.0,0.6689124383454608,26,1053640,27394640.0,ANH-B,38.86906343722713,0.49668461608195086
Consumer Cyclical,2421,Emmis Communications Corporation,105881000.0,136329000.0,0.6412963680924811,5.25,12933543,67901100.75,EMMS,8.186542542905684,0.49806791475034656
Consumer Cyclical,1741,Citi Trends Inc.,20426000.0,782117000.0,19.082454826201896,30.04,12975307,389778222.28,CTRN,1.574220941361927,0.4983630611276829
Healthcare,7846,Shineco Inc.,11756341.0,43344001.0,1.842303948141688,1.02,21234072,21658753.44,TYHT,0.5536545698818389,0.499694373853489
Industrials,7674,Teekay Tankers Ltd.,-70825000.0,532028000.0,-3.7545217084362865,0.99,268600000,265914000.0,TNK,-0.26368205510052123,0.49981203996782125
Industrials,505,Art's-Way Manufacturing Co. Inc.,-2091722.0,22264558.0,-5.321565150627091,2.65,4200466,11131234.9,ARTW,-0.4979737962407028,0.4999531048404374
Consumer Cyclical,1540,ChinaNet Online Holdings Inc.,-18318000.0,59649000.0,-1.6292829211704334,1.85,16132543,29845204.55,CNET,-1.1354688470379406,0.5003471064058074
Energy,6417,Quintana Energy Services Inc.,-20591000.0,537941000.0,-13.082598287601378,8.01,33630934,269383781.34,QES,-0.6122636974637695,0.5007682651814975
Industrials,3962,IES Holdings Inc.,-15686000.0,843134000.0,-26.98345649368864,19.96,21205536,423262498.56,IESC,-0.7397124977175772,0.5020109479157524
Technology,3947,IEC Electronics Corp.,2044000.0,110328000.0,27.2337547260274,5.41,10289426,55665794.660000004,IEC,0.19865053696872886,0.5045482077079255
Financial Services,5707,Ocwen Financial Corporation,-78018000.0,1082341000.0,-7.003033838344997,4.08,133912425,546362694.0,OCN,-0.5826046388152556,0.5047971886863751
Industrials,6474,Ryder System Inc.,777356000.0,7781027000.0,5.063888008891679,74.14,53094736,3936443727.04,R,14.640924102155815,0.5059028489478317
Consumer Defensive,7360,SunOpta Inc.,-131051000.0,1245068000.0,-4.820602400973667,7.25,87137209,631744765.25,STKL,-1.503961413315407,0.5073978009634815
Financial Services,2391,Elevate Credit Inc.,1007000.0,744208000.0,375.29538108242303,8.75,43191137,377922448.75,ELVT,0.023314968531622588,0.5078183098676714
Industrials,6356,Quanta Services Inc.,314853000.0,10161858000.0,16.39065183866757,34.68,148807552,5160645903.36,PWR,2.1158401960674684,0.5078447173105548
Real Estate,4991,MFA Financial Inc. Preferred Series B,318189000.0,394148000.0,0.6308200472046488,25.09,8000000,200720000.0,MFA-B,39.773625,0.5092503323624629
Industrials,715,Barrett Business Services Inc.,27388000.0,940439000.0,17.50763047502556,65.15,7359923,479498983.45000005,BBSI,3.7212345835683336,0.5098671827199851
Consumer Cyclical,1039,Bassett Furniture Industries Incorporated,12929000.0,459738000.0,18.18523049733158,21.9,10735929,235116845.1,BSET,1.2042739850459145,0.5114148604205003
Technology,1475,ClearOne Inc.,-16893000.0,34075000.0,-1.0326255549635943,2.1,8306735,17444143.5,CLRO,-2.0336510072850524,0.5119337784299339
Industrials,7624,Team Inc.,-133882000.0,1247675000.0,-4.776291368518546,21.3,30021570,639459441.0,TISI,-4.45952693346817,0.5125208415653115
Technology,5376,NCR Corporation,-99000000.0,6499000000.0,-33.70272727272727,28.3,117900000,3336570000.0,NCR,-0.8396946564885496,0.5133974457608863
Energy,1784,CVR Energy Inc.,339900000.0,6497400000.0,9.830122989114445,38.48,86831050,3341258803.9999995,CVI,3.914498327499207,0.5142455142056822
Energy,2341,Energy XXI Gulf Coast Inc.,-319142000.0,520705000.0,-0.8392516035495171,8.02,33396563,267840435.26,EGC,-9.556133066747018,0.5143803790245917
Consumer Defensive,8585,Youngevity International Inc.,-10810000.0,172685000.0,-8.217596118408881,4.12,21561217,88832214.04,YGYI,-0.5013631651682742,0.5144176624489678
Consumer Defensive,1177,Caseys General Stores Inc.,331369000.0,8885817000.0,13.820077398610009,125.14,36595375,4579545227.5,CASY,9.054942052103579,0.5153769459240495
Basic Materials,7431,SunCoke Energy Inc.,158500000.0,1416100000.0,4.618775802018927,11.31,64728202,732075964.62,SXC,2.448700799691609,0.5169662909540287
Industrials,2029,DLH Holdings Corp.,1119000.0,131137000.0,60.61404450402144,5.7,11899494,67827115.8,DLHC,0.09403761201946906,0.5172233298001326
Technology,5965,Points International Ltd.,5866000.0,365764000.0,32.33314906239345,13.34,14217860,189666252.4,PCOM,0.4125796709209403,0.5185481687645586
Industrials,162,AGCO Corporation,220700000.0,9058800000.0,21.355245521205255,59.57,79118729,4713102686.53,AGCO,2.789478582245678,0.5202789206660926
Industrials,2438,ENGlobal Corporation,-16678000.0,54385000.0,-1.6989205246432426,1.03,27509317,28334596.51,ENG,-0.6062673239033888,0.5210002116392388
Healthcare,2555,Express Scripts Holding Company,4669800000.0,100473400000.0,11.218820013362457,93.2,562120662,52389645698.4,ESRX,8.307469046565664,0.5214280167526928
Financial Services,3535,GWG Holdings Inc,-24128516.0,71234608.0,-1.5420240515413381,6.4,5813555,37206752.0,GWGH,-4.150389219677117,0.5223128623098481
Basic Materials,3348,Glatfelter,342000.0,1635050000.0,2501.2978025730995,19.54,43779112,855443848.48,GLT,0.0078119446552502025,0.5231912470444329
Healthcare,851,BioScrip Inc.,-43726000.0,725647000.0,-8.682631654621963,2.965,128046122,379656751.72999996,BIOS,-0.3414863278717648,0.52319757641112
Real Estate,501,ARMOUR Residential REIT Inc. Preferred Series B,157046000.0,269783000.0,0.9011089107649988,25.047,5650000,141515550.0,ARR-B,27.79575221238938,0.5245532520581356
Technology,4096,Innodata Inc.,-3893000.0,59066000.0,-7.976610531723606,1.2,25877454,31052944.799999997,INOD,-0.1504398384787004,0.5257329902143365
Technology,8488,WidePoint Corporation,-2013889.0,76015458.0,-19.905203589919804,0.4825,83081597,40086870.5525,WYY,-0.024239892740627024,0.5273515625269272
Industrials,8415,Wabash National Corporation,121477000.0,2072551000.0,8.99746748553224,19.105,57209388,1092985357.74,WNC,2.123375275400604,0.5273623460846079
Industrials,5267,MasTec Inc.,331627000.0,6573252000.0,10.457016279132882,43.2,80273818,3467828937.6000004,MTZ,4.1311975468763675,0.527566710906565
Basic Materials,3269,Gerdau S.A.,-59305463.42999998,12206353608.69,-108.61850003917932,3.785,1701894447,6441670481.895,GGB,-0.03484673419937422,0.5277309414753493
Healthcare,6944,Select Medical Holdings Corporation,199509000.0,4760741000.0,12.620957192908593,18.6,135376051,2517994548.6000004,SEM,1.473739250969878,0.5289081150602396
